student_id,name,faculty,year,gpa,skills,languages,activities,key_course_grades,target_career
6610400473,Student_0473,Economics,4,3.31,"[{""name"": ""Market analysis"", ""level"": ""Advanced""}, {""name"": ""Fixed Income Analysis"", ""level"": ""Advanced""}, {""name"": ""Portfolio Management"", ""level"": ""Intermediate""}, {""name"": ""Client Relationship Management"", ""level"": ""Intermediate""}, {""name"": ""CFP"", ""level"": ""Intermediate""}, {""name"": ""Portfolio rebalancing"", ""level"": ""Intermediate""}, {""name"": ""Financial planning"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""Reuters Eikon"", ""level"": ""Intermediate""}, {""name"": ""Input-Output Analysis"", ""level"": ""Beginner""}, {""name"": ""Policy Brief Writing"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Wealth Mgmt Intern] at [SCB Julius Baer 2024] | [M&A Intern] at [Phatra Capital 2024],"[{""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""C+""}, {""course_id"": ""01101444"", ""course_name"": ""Environmental Economics"", ""grade"": ""B""}, {""course_id"": ""01101433"", ""course_name"": ""Economics of Labour Market"", ""grade"": ""B+""}]",Wealth Manager
6610400474,Student_0474,Computer Engineering,4,3.41,"[{""name"": ""Cloud Security"", ""level"": ""Advanced""}, {""name"": ""Docker"", ""level"": ""Beginner""}, {""name"": ""SOC"", ""level"": ""Advanced""}, {""name"": ""Network Security"", ""level"": ""Intermediate""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""Linux System Admin"", ""level"": ""Intermediate""}, {""name"": ""OWASP Top 10"", ""level"": ""Advanced""}, {""name"": ""Security strategy development"", ""level"": ""Advanced""}, {""name"": ""Incident Response"", ""level"": ""Advanced""}, {""name"": ""Vulnerability assessments"", ""level"": ""Intermediate""}, {""name"": ""Zero-Knowledge Proofs (ZKP)"", ""level"": ""Beginner""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Data Engineer Intern] at [Agoda Data Platform 2024] | [Open-Source Contributor] at [GitHub Projects 2024] | [Competitor] at [ICPC Programming Contest 2024],"[{""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""A""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""A""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""C+""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""C""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01200311"", ""course_name"": ""Communication Skills in Engineering I"", ""grade"": ""C+""}, {""course_id"": ""01204435"", ""course_name"": ""Programming Language Concepts"", ""grade"": ""C+""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""C+""}, {""course_id"": ""01204422"", ""course_name"": ""Basic Networks and Network Configuration Laboratory"", ""grade"": ""A""}]",Cybersecurity Engineer
6610400475,Student_0475,Computer Engineering,4,2.84,"[{""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Problem decomposition"", ""level"": ""Intermediate""}, {""name"": ""Product sense"", ""level"": ""Intermediate""}, {""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Team leadership"", ""level"": ""Intermediate""}, {""name"": ""Stakeholder management"", ""level"": ""Intermediate""}, {""name"": ""Cross-functional collaboration"", ""level"": ""Intermediate""}, {""name"": ""Product Roadmapping"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Team Lead] at [KU Hackathon 2022] | [Workshop Facilitator] at [KU Coding Club 2022],"[{""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01219422"", ""course_name"": ""Distributed Systems"", ""grade"": ""C+""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""A""}, {""course_id"": ""01204427"", ""course_name"": ""Computer System and Network Security"", ""grade"": ""A""}, {""course_id"": ""01204466"", ""course_name"": ""Deep Learning"", ""grade"": ""C""}]",Product Manager (Technical)
6610400476,Student_0476,Economics,4,3.24,"[{""name"": ""Presentation skills"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Beginner""}, {""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Advanced""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Advanced""}, {""name"": ""Investment portfolio management"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Intermediate""}, {""name"": ""Cash flow projection"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""AML / KYC Compliance"", ""level"": ""Advanced""}, {""name"": ""Agricultural Economics"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Quantitative Analyst] at [Kasikorn Asset Management 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""A""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""C""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101452"", ""course_name"": ""Monetary Theory and Policy"", ""grade"": ""B""}, {""course_id"": ""01101422"", ""course_name"": ""Economics of Financial Risk Management"", ""grade"": ""A""}, {""course_id"": ""01101435"", ""course_name"": ""Human Capital and Education Economics"", ""grade"": ""B""}, {""course_id"": ""01101459"", ""course_name"": ""Economics of Government Revenue"", ""grade"": ""C""}]",Corporate Finance Analyst
6610400477,Student_0477,Computer Engineering,4,2.34,"[{""name"": ""JIRA / Agile Tools"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Business acumen"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Data Analytics"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Beginner""}, {""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Teamwork & Collaboration"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2023] | [Workshop Facilitator] at [KU Coding Club 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Product Manager Intern] at [Wongnai / LINE MAN 2023],"[{""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B""}, {""course_id"": ""01219422"", ""course_name"": ""Distributed Systems"", ""grade"": ""B+""}, {""course_id"": ""01204428"", ""course_name"": ""Wireless Embedded Systems"", ""grade"": ""C+""}, {""course_id"": ""01219343"", ""course_name"": ""Software Testing"", ""grade"": ""B""}, {""course_id"": ""01204483"", ""course_name"": ""Digital Image Processing"", ""grade"": ""C+""}]",Product Manager (Technical)
6610400478,Student_0478,Computer Engineering,4,3.23,"[{""name"": ""CI/CD Pipelines"", ""level"": ""Intermediate""}, {""name"": ""LangFuse"", ""level"": ""Advanced""}, {""name"": ""Data preprocessing"", ""level"": ""Intermediate""}, {""name"": ""CI/CD"", ""level"": ""Intermediate""}, {""name"": ""LangGraph"", ""level"": ""Advanced""}, {""name"": ""Linux System Admin"", ""level"": ""Intermediate""}, {""name"": ""Kubernetes"", ""level"": ""Advanced""}, {""name"": ""Machine Learning"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]",[MLOps Engineer Intern] at [Sertis AI 2022] | [DevOps Engineer Intern] at [LINE Thailand 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""C+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01219482"", ""course_name"": ""Data Visualization"", ""grade"": ""B+""}, {""course_id"": ""01219332"", ""course_name"": ""Data Warehouse"", ""grade"": ""A""}]",MLOps Engineer
6610400479,Student_0479,Computer Engineering,4,3.4,"[{""name"": ""AWS"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Intermediate""}, {""name"": ""Oracle Cloud"", ""level"": ""Advanced""}, {""name"": ""OCVS"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""Linux System Admin"", ""level"": ""Advanced""}, {""name"": ""Monitoring"", ""level"": ""Intermediate""}, {""name"": ""Kubernetes"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[ML Engineer Intern] at [Grab Thailand 2023] | [Frontend Developer] at [KBTG Digital Banking 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B+""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""A""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""B""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""C""}, {""course_id"": ""01204454"", ""course_name"": ""Management of Technology and Innovation"", ""grade"": ""B""}, {""course_id"": ""01206321"", ""course_name"": ""Operations Research for Engineers I"", ""grade"": ""A""}, {""course_id"": ""01204481"", ""course_name"": ""Foundations of Computer Graphics"", ""grade"": ""B""}]",Cloud Architect
6610400480,Student_0480,Computer Engineering,4,3.12,"[{""name"": ""C++"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""GraphQL"", ""level"": ""Advanced""}, {""name"": ""Creativity & Innovation"", ""level"": ""Intermediate""}, {""name"": ""NoSQL"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Beginner""}, {""name"": ""Unity / Unreal Engine"", ""level"": ""Intermediate""}, {""name"": ""3D Math"", ""level"": ""Beginner""}, {""name"": ""LLM Fine-tuning"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Game Developer Intern] at [Yggdrazil Group 2023] | [Open-Source Contributor] at [GitHub Projects 2023] | [Workshop Facilitator] at [KU Coding Club 2023] | [Software Intern] at [True Digital Group 2023],"[{""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""B+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""A""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204314"", ""course_name"": ""Statistics for Computer Engineering Applications"", ""grade"": ""B""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""A""}]",Game Developer
6610400481,Student_0481,Computer Engineering,4,3.29,"[{""name"": ""Information security"", ""level"": ""Intermediate""}, {""name"": ""Bash/Shell Scripting"", ""level"": ""Intermediate""}, {""name"": ""Penetration Testing"", ""level"": ""Intermediate""}, {""name"": ""Vulnerability assessment"", ""level"": ""Advanced""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""System security"", ""level"": ""Intermediate""}, {""name"": ""Compliance frameworks"", ""level"": ""Intermediate""}, {""name"": ""Vulnerability Assessment"", ""level"": ""Advanced""}, {""name"": ""Operating systems"", ""level"": ""Advanced""}, {""name"": ""Swift"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AppSec Engineer Intern] at [Kasikorn Bank CyberSec 2024] | [Full-Stack Developer] at [Student Startup (YC-backed) 2024],"[{""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""C""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""B""}, {""course_id"": ""01204438"", ""course_name"": ""Enterprise Application Architecture"", ""grade"": ""B""}, {""course_id"": ""01204481"", ""course_name"": ""Foundations of Computer Graphics"", ""grade"": ""A""}]",Security Engineer (AppSec)
6610400482,Student_0482,Computer Engineering,4,3.37,"[{""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""High-availability systems"", ""level"": ""Advanced""}, {""name"": ""Blockchain technology"", ""level"": ""Intermediate""}, {""name"": ""Smart contracts"", ""level"": ""Advanced""}, {""name"": ""Rust"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Intermediate""}, {""name"": ""High-load systems"", ""level"": ""Advanced""}, {""name"": ""Web3 development"", ""level"": ""Advanced""}, {""name"": ""Cryptography"", ""level"": ""Intermediate""}, {""name"": ""Node.js"", ""level"": ""Beginner""}, {""name"": ""Data Engineering"", ""level"": ""Advanced""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Smart Contract Dev] at [Bitkub Chain Hackathon 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023],"[{""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B+""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204423"", ""course_name"": ""Network Kernel Architectures and Implementation"", ""grade"": ""C""}, {""course_id"": ""01204451"", ""course_name"": ""Database System Design"", ""grade"": ""A""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""A""}]",Blockchain / Web3 Developer
6610400483,Student_0483,Computer Engineering,4,2.1,"[{""name"": ""HeatWave"", ""level"": ""Advanced""}, {""name"": ""AWS"", ""level"": ""Advanced""}, {""name"": ""IAM architecture"", ""level"": ""Intermediate""}, {""name"": ""OCVS"", ""level"": ""Intermediate""}, {""name"": ""Security architecture"", ""level"": ""Advanced""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""Firewall configuration"", ""level"": ""Advanced""}, {""name"": ""Logging"", ""level"": ""Advanced""}, {""name"": ""Microservices"", ""level"": ""Intermediate""}, {""name"": ""Jupyter Notebook"", ""level"": ""Intermediate""}, {""name"": ""Kotlin"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[ML Engineer Intern] at [Grab Thailand 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023],"[{""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""A""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""C+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""A""}, {""course_id"": ""01206323"", ""course_name"": ""Operations Research for Engineers II"", ""grade"": ""A""}, {""course_id"": ""01219492"", ""course_name"": ""Software Entrepreneurship"", ""grade"": ""B+""}]",Cloud Architect
6610400484,Student_0484,Economics,4,3.13,"[{""name"": ""Financial advisory"", ""level"": ""Advanced""}, {""name"": ""Market analysis"", ""level"": ""Intermediate""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Intermediate""}, {""name"": ""Portfolio rebalancing"", ""level"": ""Intermediate""}, {""name"": ""Investment Planner (IP) License"", ""level"": ""Advanced""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Behavioral Finance"", ""level"": ""Advanced""}, {""name"": ""Factor Investing"", ""level"": ""Advanced""}, {""name"": ""Central Banking Operations"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]",[Economic Analyst] at [TDRI Policy Research 2024] | [FinTech Intern] at [KASIKORN Business-Technology Group 2024] | [Equity Analyst Intern] at [Bualuang Securities 2024] | [Member] at [KU Investment Club 2024],"[{""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""A""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""C+""}, {""course_id"": ""01101482"", ""course_name"": ""Economic Growth and Stability"", ""grade"": ""A""}, {""course_id"": ""01101438"", ""course_name"": ""International Finance and Exchange Rate"", ""grade"": ""B+""}]",Portfolio Manager
6610400485,Student_0485,Computer Engineering,4,3.73,"[{""name"": ""Git / Version Control"", ""level"": ""Intermediate""}, {""name"": ""Scrum"", ""level"": ""Advanced""}, {""name"": ""Debugging"", ""level"": ""Intermediate""}, {""name"": ""Container"", ""level"": ""Advanced""}, {""name"": ""Prisma"", ""level"": ""Advanced""}, {""name"": ""NestJS"", ""level"": ""Advanced""}, {""name"": ""Next.js"", ""level"": ""Intermediate""}, {""name"": ""Agile methodologies"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Webpack"", ""level"": ""Intermediate""}, {""name"": ""Security best practices"", ""level"": ""Intermediate""}, {""name"": ""Django"", ""level"": ""Advanced""}, {""name"": ""Critical Thinking"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2025] | [Backend Developer] at [Senior Capstone Project 2025] | [Workshop Facilitator] at [KU Coding Club 2025],"[{""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""B""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""A""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""A""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01219421"", ""course_name"": ""Cloud Computing Technology and Management"", ""grade"": ""A""}, {""course_id"": ""01206323"", ""course_name"": ""Operations Research for Engineers II"", ""grade"": ""B""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""C""}, {""course_id"": ""01204435"", ""course_name"": ""Programming Language Concepts"", ""grade"": ""B+""}, {""course_id"": ""01204462"", ""course_name"": ""Introduction to Expert Systems"", ""grade"": ""B""}]",Full-Stack Developer
