alumni_id,faculty,first_job_title,gpa_at_graduation,skills_at_graduation,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
ALUM_0010,Computer Engineering,Backend Engineer,2.61,"[{""name"": ""HTTP/HTTPS"", ""level"": ""Intermediate""}, {""name"": ""Git / Version Control"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Advanced""}, {""name"": ""MS SQL"", ""level"": ""Advanced""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""FastAPI"", ""level"": ""Advanced""}, {""name"": ""Docker"", ""level"": ""Advanced""}, {""name"": ""JSON"", ""level"": ""Advanced""}, {""name"": ""Microservices Architecture"", ""level"": ""Intermediate""}, {""name"": ""Apache Kafka"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Backend Developer] at [Senior Capstone Project 2024] | [ML Engineer Intern] at [Grab Thailand 2024] | [Full-Stack Developer] at [Student Startup (YC-backed) 2024] | [Software Intern] at [True Digital Group 2024],"[{""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""C""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""A""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""C""}, {""course_id"": ""01204457"", ""course_name"": ""Semantic Web Technology"", ""grade"": ""A""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""C""}, {""course_id"": ""01219344"", ""course_name"": ""Mobile Software Development"", ""grade"": ""C+""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""C""}, {""course_id"": ""01204452"", ""course_name"": ""Information Technology Management"", ""grade"": ""A""}]",43271,3,76
ALUM_0011,Economics,ESG Analyst,3.01,"[{""name"": ""Data Visualization"", ""level"": ""Intermediate""}, {""name"": ""Attention to detail"", ""level"": ""Advanced""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""Problem-solving"", ""level"": ""Beginner""}, {""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Intermediate""}, {""name"": ""Policy Brief Writing"", ""level"": ""Beginner""}, {""name"": ""Social Impact Evaluation"", ""level"": ""Advanced""}, {""name"": ""Research Design"", ""level"": ""Advanced""}, {""name"": ""Social listening tools"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Country Risk Analyst] at [Export-Import Bank of Thailand 2025] | [Teaching Assistant] at [ECON Department - Econometrics 2025],"[{""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101432"", ""course_name"": ""Game Theory and Its Applications in Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101412"", ""course_name"": ""Project Preparation and Evaluation"", ""grade"": ""B""}]",36372,4,76
ALUM_0012,Economics,FP&A Analyst,3.09,"[{""name"": ""Variance analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Advanced""}, {""name"": ""Stakeholder Management"", ""level"": ""Advanced""}, {""name"": ""Financial modeling"", ""level"": ""Advanced""}, {""name"": ""Tableau"", ""level"": ""Advanced""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""ERP systems (SAP, Oracle, Microsoft Dynamics)"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""FPAC"", ""level"": ""Advanced""}, {""name"": ""CFA"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""German"", ""level"": ""Beginner""}]",[FP&A Intern] at [Central Group Finance 2022] | [Policy Research Intern] at [NESDC Thailand 2022] | [Quantitative Analyst] at [Kasikorn Asset Management 2022],"[{""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""C+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""A""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""C+""}, {""course_id"": ""01101458"", ""course_name"": ""Economics of Government Expenditure"", ""grade"": ""B+""}, {""course_id"": ""01101431"", ""course_name"": ""Economics of Industrialization"", ""grade"": ""B+""}, {""course_id"": ""01101437"", ""course_name"": ""International Trade Theory and Policy"", ""grade"": ""B""}]",46322,2,81
ALUM_0013,Economics,FinTech Product Manager,2.45,"[{""name"": ""Product Roadmapping"", ""level"": ""Advanced""}, {""name"": ""Stakeholder Management"", ""level"": ""Intermediate""}, {""name"": ""Payment Systems Knowledge"", ""level"": ""Advanced""}, {""name"": ""Product strategy"", ""level"": ""Intermediate""}, {""name"": ""User Research"", ""level"": ""Intermediate""}, {""name"": ""Jira"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Agile"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[FinTech Intern] at [KASIKORN Business-Technology Group 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022] | [Data Analyst Intern] at [SCB EIC 2022],"[{""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""C""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C""}, {""course_id"": ""01101435"", ""course_name"": ""Human Capital and Education Economics"", ""grade"": ""B""}, {""course_id"": ""01101455"", ""course_name"": ""Investment Analysis"", ""grade"": ""B+""}, {""course_id"": ""01101445"", ""course_name"": ""Urban and Housing Economics"", ""grade"": ""B""}, {""course_id"": ""01101423"", ""course_name"": ""Marketing Business Economics"", ""grade"": ""A""}]",38000,4,64
ALUM_0014,Economics,FinTech Product Manager,2.49,"[{""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Cross-functional collaboration"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Payment Systems Knowledge"", ""level"": ""Intermediate""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Advanced""}, {""name"": ""Open Banking / API Finance"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Trello"", ""level"": ""Intermediate""}, {""name"": ""Blockchain"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""German"", ""level"": ""Beginner""}]",[FinTech Intern] at [KASIKORN Business-Technology Group 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022] | [Data Analyst Intern] at [SCB EIC 2022],"[{""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""A""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""A""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""C+""}, {""course_id"": ""01101437"", ""course_name"": ""International Trade Theory and Policy"", ""grade"": ""C+""}, {""course_id"": ""01101426"", ""course_name"": ""Real Estate Business Economics"", ""grade"": ""A""}]",38000,5,66
ALUM_0015,Economics,Quantitative Researcher,3.42,"[{""name"": ""MATLAB (Economic Modeling)"", ""level"": ""Advanced""}, {""name"": ""Time Series Forecasting"", ""level"": ""Advanced""}, {""name"": ""Quantitative Trading"", ""level"": ""Advanced""}, {""name"": ""Financial time series analysis"", ""level"": ""Advanced""}, {""name"": ""Statistical modeling"", ""level"": ""Advanced""}, {""name"": ""R (ggplot2, dplyr, tidyr)"", ""level"": ""Advanced""}, {""name"": ""Statistical Modeling"", ""level"": ""Intermediate""}, {""name"": ""Time series analysis"", ""level"": ""Intermediate""}, {""name"": ""Causal inference"", ""level"": ""Advanced""}, {""name"": ""pandas"", ""level"": ""Intermediate""}, {""name"": ""numpy"", ""level"": ""Advanced""}, {""name"": ""Academic Paper Writing"", ""level"": ""Intermediate""}, {""name"": ""Research Skills"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Member] at [KU Investment Club 2024] | [Behavioral Research RA] at [KU Experimental Economics Lab 2024] | [Teaching Assistant] at [ECON Department - Econometrics 2024],"[{""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""B+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C""}, {""course_id"": ""01101412"", ""course_name"": ""Project Preparation and Evaluation"", ""grade"": ""B""}, {""course_id"": ""01101411"", ""course_name"": ""Regional Economics"", ""grade"": ""B""}]",71374,3,75
ALUM_0016,Computer Engineering,Blockchain / Web3 Developer,3.73,"[{""name"": ""Problem analysis"", ""level"": ""Intermediate""}, {""name"": ""Problem solving"", ""level"": ""Intermediate""}, {""name"": ""DeFi Protocols"", ""level"": ""Intermediate""}, {""name"": ""Ethereum / EVM"", ""level"": ""Intermediate""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""Smart contracts"", ""level"": ""Advanced""}, {""name"": ""Message queues"", ""level"": ""Advanced""}, {""name"": ""Zero-Knowledge Proofs (ZKP)"", ""level"": ""Advanced""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[Smart Contract Dev] at [Bitkub Chain Hackathon 2025] | [Full-Stack Developer] at [Student Startup (YC-backed) 2025] | [Open-Source Contributor] at [GitHub Projects 2025] | [Software Intern] at [True Digital Group 2025],"[{""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B+""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204451"", ""course_name"": ""Database System Design"", ""grade"": ""C+""}, {""course_id"": ""01204423"", ""course_name"": ""Network Kernel Architectures and Implementation"", ""grade"": ""A""}, {""course_id"": ""01200311"", ""course_name"": ""Communication Skills in Engineering I"", ""grade"": ""C+""}, {""course_id"": ""01204456"", ""course_name"": ""Social Networks Data Mining"", ""grade"": ""B+""}]",52657,5,71
ALUM_0017,Economics,Crypto / Digital Asset Analyst,2.92,"[{""name"": ""Financial modeling"", ""level"": ""Advanced""}, {""name"": ""Fundamental analysis"", ""level"": ""Advanced""}, {""name"": ""Time Series Forecasting"", ""level"": ""Advanced""}, {""name"": ""Tokenomics Modeling"", ""level"": ""Advanced""}, {""name"": ""On-Chain Data Analysis (Dune Analytics, Glassnode)"", ""level"": ""Intermediate""}, {""name"": ""DeFi Protocol Analysis"", ""level"": ""Advanced""}, {""name"": ""Quantitative Trading"", ""level"": ""Advanced""}, {""name"": ""Risk Management (VaR, CVaR)"", ""level"": ""Advanced""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Intermediate""}, {""name"": ""Glassnode"", ""level"": ""Advanced""}, {""name"": ""SQL (Data Querying)"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Crypto Analyst Intern] at [Bitkub Exchange 2023] | [Member] at [KU Investment Club 2023] | [FinTech PM Intern] at [Rabbit Finance 2023],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""C+""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101414"", ""course_name"": ""Economic Development of ASEAN Countries"", ""grade"": ""A""}, {""course_id"": ""01101473"", ""course_name"": ""Input-Output Analysis"", ""grade"": ""B+""}]",55995,2,82
ALUM_0018,Economics,Financial Analyst,3.39,"[{""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Accounts Payable (A/P)"", ""level"": ""Intermediate""}, {""name"": ""Month-end/year-end closing"", ""level"": ""Intermediate""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Intermediate""}, {""name"": ""Equity Research"", ""level"": ""Advanced""}, {""name"": ""Forecasting"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""ERP systems (SAP, Oracle, NetSuite)"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [M&A Intern] at [Phatra Capital 2025],"[{""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""C""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101471"", ""course_name"": ""Mathematical Programming for Economic Applications"", ""grade"": ""B+""}, {""course_id"": ""01101458"", ""course_name"": ""Economics of Government Expenditure"", ""grade"": ""A""}]",31530,5,72
ALUM_0019,Computer Engineering,MLOps Engineer,3.13,"[{""name"": ""MLflow / Weights & Biases"", ""level"": ""Advanced""}, {""name"": ""CrewAI"", ""level"": ""Intermediate""}, {""name"": ""Guardrails AI"", ""level"": ""Intermediate""}, {""name"": ""LangFuse"", ""level"": ""Intermediate""}, {""name"": ""AWS"", ""level"": ""Advanced""}, {""name"": ""Computer Vision"", ""level"": ""Advanced""}, {""name"": ""TensorFlow"", ""level"": ""Intermediate""}, {""name"": ""MLflow"", ""level"": ""Advanced""}, {""name"": ""PyTorch"", ""level"": ""Advanced""}, {""name"": ""Compliance frameworks"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""French"", ""level"": ""Beginner""}]",[MLOps Engineer Intern] at [Sertis AI 2022] | [Software Intern] at [True Digital Group 2022] | [AI Research Intern] at [NECTEC AI Lab 2022],"[{""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""C""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B""}, {""course_id"": ""01204314"", ""course_name"": ""Statistics for Computer Engineering Applications"", ""grade"": ""A""}, {""course_id"": ""01219322"", ""course_name"": ""Electronic Commerce Engineering"", ""grade"": ""A""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""A""}]",41472,5,68
ALUM_0020,Economics,Equity Research Analyst,3.34,"[{""name"": ""Financial modeling"", ""level"": ""Advanced""}, {""name"": ""Industry Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""Microsoft Word"", ""level"": ""Intermediate""}, {""name"": ""Investment portfolio management"", ""level"": ""Intermediate""}, {""name"": ""Presentation skills"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit analysis"", ""level"": ""Intermediate""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Reuters Eikon"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2023] | [Policy Research Intern] at [NESDC Thailand 2023] | [M&A Intern] at [Phatra Capital 2023],"[{""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""B""}, {""course_id"": ""01101459"", ""course_name"": ""Economics of Government Revenue"", ""grade"": ""A""}, {""course_id"": ""01101473"", ""course_name"": ""Input-Output Analysis"", ""grade"": ""C+""}]",69677,1,91
ALUM_0021,Computer Engineering,Product Manager (Technical),3.87,"[{""name"": ""Product sense"", ""level"": ""Advanced""}, {""name"": ""Team leadership"", ""level"": ""Beginner""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Stakeholder Management"", ""level"": ""Beginner""}, {""name"": ""Product Roadmapping"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""Figma (UI/UX)"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2025] | [Product Manager Intern] at [Wongnai / LINE MAN 2025] | [Software Intern] at [True Digital Group 2025] | [Workshop Facilitator] at [KU Coding Club 2025],"[{""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""A""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""A""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204483"", ""course_name"": ""Digital Image Processing"", ""grade"": ""C+""}, {""course_id"": ""01219461"", ""course_name"": ""Big Data Engineering"", ""grade"": ""B""}]",64586,5,78
